t,x,y,i
1804,109386,1162736.16583975,2
1805,109416,1164290.37996946,2
1806,109471,1167535.2205933,2
1807,109486,1165390.26622943,2
1808,109500,1166904.99980931,2
1809,109548,1167693.64285126,2
1810,109630,1166477.91759681,2
1811,109649,1166121.30878893,2
1812,109741,1169386.17646197,2
1813,109816,1169094.36567153,2
1814,109829,1169155.32034639,2
1815,109870,1171925.38250513,2
1816,109880,1167899.36088531,2
1817,109949,1170970.29484755,2
1818,109961,1170852.35024193,2
1819,110043,1171090.40769731,2
1820,110069,1172229.61350398,2
1821,110135,1174374.7119571,2
1822,110194,1171048.75863224,2
1823,110196,1173497.78961718,2
1824,110204,1174019.45671807,2
1825,110267,1174998.78328741,2
1826,110344,1174275.70681835,2
1827,110380,1174863.3725043,2
1828,110418,1175102.32781253,2
1829,110449,1174293.92343239,2
1830,110477,1178146.02071216,2
1831,110532,1179118.98291365,2
1832,110617,1179104.4743041,2
1833,110628,1176114.99324862,2
1834,110697,1178941.97001613,2
1835,110715,1175054.61947898,2
1836,110770,1180311.08524152,2
1837,110839,1182887.42684027,2
1838,110930,1179692.87814259,2
1839,110973,1183313.29918006,2
1840,110981,1181134.85804836,2
1841,111026,1179464.21648545,2
1842,111095,1182045.1939208,2
1843,111180,1184590.70033315,2
1844,111273,1182514.15874135,2
1845,111292,1185334.12359159,2
1846,111342,1184756.97270388,2
1847,111343,1185834.35012375,2
1848,111368,1186617.2146193,2
1849,111425,1187430.99760864,2
1850,111512,1188021.09794966,2
1851,111535,1189777.96183198,2
1852,111555,1188236.28276532,2
1853,111615,1186982.94051208,2
1854,111676,1189422.16294052,2
1855,111765,1189558.42573985,2
1856,111853,1193516.25839855,2
1857,111862,1190276.71199793,2
1858,111897,1193558.01938154,2
1859,111972,1189413.82595905,2
1860,112022,1191228.82113866,2
1861,112099,1194144.01105376,2
1862,112191,1195353.20616825,2
1863,112267,1194838.05112962,2
1864,112322,1196102.17233399,2
1865,112323,1196952.68714708,2
1866,112408,1197031.07643234,2
1867,112431,1197778.96828471,2
1868,112523,1197138.60666059,2
1869,112555,1197056.93181271,2
1870,112629,1199920.35162303,2
1871,112715,1204742.09304895,2
1872,112802,1201655.02001582,2
1873,112885,1203529.6595537,2
1874,112903,1201672.66233324,2
1875,112938,1205112.32213034,2
1876,113012,1203611.48845145,2
1877,113095,1204792.25989537,2
1878,113125,1202641.62355556,2
1879,113141,1207549.51596698,2
1880,113171,1204828.39429724,2
1881,113210,1202335.21915978,2
1882,113212,1204549.00156646,2
1883,113250,1207725.84190864,2
1884,113318,1205515.93787492,2
1885,113346,1206536.79317997,2
1886,113383,1206561.2878302,2
1887,113430,1209638.75635936,2
1888,113491,1209294.73308593,2
1889,113546,1208517.72017228,2
1890,113598,1209921.16459259,2
1891,113680,1211359.40355872,2
1892,113738,1212107.98137666,2
1893,113830,1212065.3585837,2
1894,113879,1211347.71420014,2
1895,113887,1211296.04848201,2
1896,113914,1216056.42476477,2
1897,113994,1214206.99547988,2
1898,114022,1216044.28362777,2
1899,114070,1217473.41971382,2
1900,114145,1216286.4173899,2
1901,114163,1214728.36171957,2
1902,114174,1214984.25138442,2
1903,114210,1215355.66970993,2
1904,114297,1216683.57671105,2
1905,114362,1217956.38120206,2
1906,114400,1218588.71990487,2
1907,114474,1221012.70872776,2
1908,114516,1217772.57942661,2
1909,114555,1218001.78320895,2
1910,114611,1221445.76938997,2
1911,114702,1223267.62699757,2
1912,114720,1220116.0527598,2
1913,114799,1222276.20971035,2
1914,114809,1225480.716624,2
1915,114819,1223701.32548222,2
1916,114888,1222046.09442892,2
1917,114926,1223616.72288503,2
1918,114986,1224682.15906314,2
1919,115020,1226888.08573042,2
1920,115024,1226909.02742576,2
1921,115087,1227195.14694277,2
1922,115123,1223723.55092547,2
1923,115166,1227517.08245642,2
1924,115205,1228136.31324594,2
1925,115262,1226302.56932524,2
1926,115263,1226341.79300429,2
1927,115316,1231003.54538002,2
1928,115351,1227277.10443262,2
1929,115377,1226797.72736572,2
1930,115455,1229610.93012676,2
1931,115460,1229597.06071555,2
1932,115499,1229230.37407218,2
1933,115581,1229121.92787179,2
1934,115591,1229806.12278241,2
1935,115669,1231137.99402951,2
1936,115735,1233903.31098172,2
1937,115823,1230718.86550455,2
1938,115883,1231460.96361094,2
1939,115920,1233480.27370573,2
1940,115995,1237907.17101707,2
1941,116025,1234307.51073705,2
1942,116070,1238498.08690053,2
1943,116126,1234494.24822802,2
1944,116141,1237769.01220672,2
1945,116160,1235958.9710866,2
1946,116247,1237958.79075989,2
1947,116262,1237318.09373771,2
1948,116325,1240129.61780936,2
1949,116411,1239966.05023871,2
1950,116482,1239088.68764551,2
1951,116516,1242357.85485628,2
1952,116569,1241428.21989459,2
1953,116594,1241752.68009112,2
1954,116621,1240579.81607326,2
1955,116703,1240483.48157506,2
1956,116709,1245409.95769812,2
1957,116793,1244900.06981117,2
1958,116879,1245667.77457929,2
1959,116886,1244803.45564746,2
1960,116909,1245534.26759367,2
1961,116959,1246087.36852495,2
1962,116988,1246773.71287822,2
1963,117029,1248068.78498788,2
1964,117076,1245079.34432006,2
1965,117083,1246087.49653809,2
1966,117090,1246141.64387448,2
1967,117150,1248180.73247248,2
1968,117162,1247274.7031693,2
1969,117240,1247854.06440129,2
1970,117283,1248341.04122811,2
1971,117319,1248783.33182656,2
1972,117334,1250474.81321858,2
1973,117427,1250446.83467861,2
1974,117477,1250767.89903687,2
1975,117478,1251426.21489044,2
1976,117524,1253689.3029717,2
1977,117528,1251086.08813403,2
1978,117535,1251650.97466871,2
1979,117562,1249525.53295158,2
1980,117563,1251580.15991491,2
1981,117592,1255450.41983715,2
1982,117684,1254491.24229314,2
1983,117707,1252777.1798911,2
1984,117770,1252384.2701639,2
1985,117798,1254755.32787122,2
1986,117853,1257960.83177753,2
1987,117917,1253748.09110253,2
1988,117930,1253884.03666114,2
1989,118009,1255933.23806663,2
1990,118033,1257031.51412238,2
1991,118042,1259442.3516941,2
1992,118062,1257608.51506327,2
1993,118121,1258181.08190121,2
1994,118199,1260344.88032155,2
1995,118235,1257936.40036339,2
1996,118325,1261537.66767828,2
1997,118382,1260940.19079135,2
1998,118407,1259786.81676128,2
1999,118423,1261148.1402728,2
2000,118465,1262270.54557324,2
2001,118534,1261891.72058734,2
2002,118551,1263304.658031,2
2003,118598,1263673.72501393,2
2004,118650,1262696.70887563,2
2005,118732,1262227.9089897,2
2006,118770,1265985.96846036,2
2007,118778,1262334.8861798,2
2008,118810,1264198.97170359,2
2009,118814,1264995.98082882,2
2010,118841,1263654.50590082,2
2011,118853,1260365.08436216,2
2012,118911,1268458.31566925,2
2013,118912,1266278.55053105,2
2014,118948,1266562.67324313,2
2015,119027,1266065.8129967,2
2016,119041,1268438.25037322,2
2017,119131,1269169.95722381,2
2018,119136,1268482.01259446,2
2019,119167,1270073.86180996,2
2020,119210,1270598.26253926,2
2021,119246,1270492.53198808,2
2022,119299,1269938.71276349,2
2023,119307,1270344.36468912,2
2024,119370,1272601.74093304,2
2025,119432,1270278.89285997,2
2026,119480,1271170.00296114,2
2027,119522,1272023.36020553,2
2028,119590,1273646.6180899,2
2029,119656,1274677.22498373,2
2030,119722,1276796.70736567,2
2031,119788,1275769.68295752,2
2032,119846,1275284.03686371,2
2033,119852,1277053.30380468,2
2034,119910,1276029.65761185,2
2035,119917,1275281.16154507,2
2036,119952,1278246.88215775,2
2037,119968,1275530.54380359,2
2038,120003,1275592.51156612,2
2039,120080,1279233.07202103,2
2040,120135,1279756.82548071,2
2041,120146,1278815.28944951,2
2042,120169,1278938.4545765,2
2043,120204,1279163.90666548,2
2044,120205,1281639.35198523,2
2045,120205,1282991.85733916,2
2046,120255,1280695.32735263,2
2047,120315,1282948.09541181,2
2048,120390,1281587.89478261,2
2049,120422,1283652.45210011,2
2050,120444,1281702.36631463,2
2051,120504,1282252.14250287,2
2052,120586,1282424.02775924,2
2053,120591,1285924.34914185,2
2054,120629,1284488.66644776,2
2055,120720,1284108.14111942,2
2056,120793,1285198.9832898,2
2057,120871,1289268.53922918,2
2058,120953,1288402.07995536,2
2059,120954,1286702.2364056,2
2060,120996,1288573.94932314,2
2061,121089,1286902.15543189,2
2062,121132,1291627.7460051,2
2063,121185,1291663.99021626,2
2064,121214,1290127.25949113,2
2065,121217,1292040.33308148,2
2066,121300,1290304.16632229,2
2067,121345,1292505.5893825,2
2068,121378,1294808.46063472,2
2069,121465,1296027.46418799,2
2070,121483,1292688.33162303,2
2071,121575,1294652.38187562,2
2072,121582,1295153.29724335,2
2073,121665,1295708.93305366,2
2074,121687,1294200.11034855,2
2075,121746,1297390.34757333,2
2076,121782,1294487.48671208,2
2077,121822,1296654.92596509,2
2078,121837,1295950.02576262,2
2079,121859,1297762.70085368,2
2080,121875,1296494.42966584,2
2081,121912,1297640.99229601,2
2082,121940,1302113.83192664,2
2083,121986,1298021.70615439,2
2084,122040,1298406.02260425,2
2085,122072,1299700.66062199,2
2086,122087,1299359.89394365,2
2087,122146,1301093.45889825,2
2088,122227,1303300.98823268,2
2089,122236,1301242.15505935,2
2090,122299,1302935.39544751,2
2091,122372,1302346.18991045,2
2092,122384,1304450.504268,2
2093,122433,1302296.62559891,2
2094,122474,1303525.14882357,2
2095,122509,1306186.37325419,2
2096,122581,1306032.52429432,2
2097,122657,1305469.53490471,2
2098,122737,1307568.15939446,2
2099,122778,1306942.27699088,2
2100,122800,1310347.50898225,2
2101,122812,1309754.58473598,2
2102,122848,1310609.9465388,2
2103,122883,1307931.04172661,2
2104,122914,1311924.36342058,2
2105,122928,1307968.7979708,2
2106,122966,1310418.72259561,2
2107,123014,1309334.20822514,2
2108,123104,1309955.31300941,2
2109,123140,1310631.14853273,2
2110,123210,1311516.00783176,2
2111,123234,1310373.40247628,2
2112,123323,1311544.82942757,2
2113,123366,1315128.39281845,2
2114,123391,1314263.43346015,2
2115,123409,1312594.2103852,2
2116,123414,1313268.79167873,2
2117,123473,1316706.38254297,2
2118,123511,1316344.51258896,2
2119,123528,1314918.78510905,2
2120,123612,1315260.27431462,2
2121,123629,1318895.05725979,2
2122,123715,1317531.10101216,2
2123,123727,1320973.37032062,2
2124,123739,1316577.17246273,2
2125,123788,1317538.19503842,2
2126,123858,1319429.85112745,2
2127,123873,1319533.13073978,2
2128,123920,1320678.39311414,2
2129,123999,1320827.62399865,2
2130,124084,1318869.95796008,2
2131,124099,1323151.71896225,2
2132,124159,1323234.952891,2
2133,124207,1323608.81649739,2
2134,124293,1322330.48570751,2
2135,124359,1324927.90678796,2
2136,124452,1326672.62554408,2
2137,124479,1325664.35279966,2
2138,124536,1325893.54870403,2
2139,124575,1326647.87537296,2
2140,124579,1327233.46631561,2
2141,124605,1326837.10693752,2
2142,124605,1326910.22382761,2
2143,124649,1326103.85659972,2
2144,124687,1326054.38428718,2
2145,124695,1328679.18488189,2
2146,124749,1327090.8148275,2
2147,124783,1329296.62537981,2
2148,124834,1330700.48260941,2
2149,124843,1328464.89114528,2
2150,124922,1331672.68962414,2
2151,124977,1330074.58628323,2
2152,125019,1330086.3249317,2
2153,125103,1334722.23077361,2
2154,125122,1335515.2089974,2
2155,125160,1333272.09012864,2
2156,125239,1335061.49361051,2
2157,125322,1335813.4165253,2
2158,125395,1336275.84551921,2
2159,125418,1331527.8042234,2
2160,125497,1338641.64889247,2
2161,125508,1336027.26470267,2
2162,125552,1335009.29138863,2
2163,125628,1337901.35738874,2
2164,125676,1340694.88953533,2
2165,125706,1338051.80855922,2
2166,125771,1338868.17769599,2
2167,125779,1339023.21758583,2
2168,125833,1338720.27048138,2
2169,125926,1340444.88501652,2
2170,125942,1341385.85246699,2
2171,126029,1340405.44098909,2
2172,126043,1341420.86762229,2
2173,126083,1344044.48795084,2
2174,126089,1343448.02709087,2
2175,126179,1344176.54322511,2
2176,126245,1345743.50390772,2
2177,126258,1344976.41115255,2
2178,126270,1342919.52595537,2
2179,126292,1344041.25283499,2
2180,126347,1346816.77707399,2
2181,126416,1347733.49810996,2
2182,126469,1345573.18545193,2
2183,126517,1348463.93268573,2
2184,126531,1347895.46559066,2
2185,126548,1346441.34020763,2
2186,126558,1348282.75204233,2
2187,126624,1345850.18658754,2
2188,126655,1349257.97607992,2
2189,126736,1351024.76276954,2
2190,126747,1346564.15207276,2
2191,126797,1350221.71167585,2
2192,126890,1352194.44790459,2
2193,126912,1353183.23981986,2
2194,126981,1351610.96612659,2
2195,127065,1353386.42130604,2
2196,127133,1354794.86353497,2
2197,127193,1358970.12483189,2
2198,127200,1356090.62165143,2
2199,127257,1355357.43799629,2
2200,127330,1356920.65910068,2
2201,127398,1359401.83511241,2
2202,127465,1357225.76916704,2
2203,127533,1357347.83716977,2
2204,127597,1359111.16625905,2
2205,127670,1359855.77038724,2
2206,127750,1358761.48596977,2
2207,127775,1362594.89729643,2
2208,127801,1363254.18541912,2
2209,127880,1363062.1247377,2
2210,127885,1361911.6296022,2
2211,127933,1359964.08296902,2
2212,127948,1364155.9728489,2
2213,127977,1360868.06759396,2
2214,128011,1362212.73248809,2
2215,128042,1361819.39011097,2
2216,128099,1363787.69234789,2
2217,128192,1365430.42144316,2
2218,128275,1361828.36874115,2
2219,128359,1367302.46974161,2
2220,128449,1366188.08818125,2
2221,128539,1368848.25373242,2
2222,128592,1371520.39475214,2
2223,128619,1370224.03403647,2
2224,128675,1369414.86923375,2
2225,128713,1370031.82258794,2
2226,128727,1372486.68250768,2
2227,128797,1371094.08744692,2
2228,128864,1370448.86164958,2
2229,128952,1376055.41499611,2
2230,128982,1375728.67689417,2
2231,129011,1373810.68813427,2
2232,129049,1373677.86051835,2
2233,129077,1375461.16063192,2
2234,129112,1376001.67253166,2
2235,129137,1374762.79276731,2
2236,129184,1374325.8457431,2
2237,129211,1374924.37939718,2
2238,129301,1377637.08514792,2
2239,129305,1376609.34341342,2
2240,129397,1375599.90975479,2
2241,129472,1378511.89389623,2
2242,129512,1379810.57707152,2
2243,129592,1381596.88374119,2
2244,129647,1379684.32238813,2
2245,129682,1383101.76071447,2
2246,129724,1381819.2754516,2
2247,129726,1380837.10688302,2
2248,129792,1385218.31742619,2
2249,129793,1379229.46913275,2
2250,129825,1383673.11557861,2
2251,129841,1380932.22181723,2
2252,129858,1384626.19653929,2
2253,129894,1380228.91625609,2
2254,129951,1381982.31702445,2
2255,129982,1385367.1023622,2
2256,130003,1385893.01667229,2
2257,130015,1385683.89168336,2
2258,130057,1383694.96553651,2
2259,130076,1387377.8490688,2
2260,130148,1387083.24162296,2
2261,130161,1385741.78777631,2
2262,130208,1387554.16610647,2
2263,130280,1391527.84221435,2
2264,130357,1388594.93618783,2
2265,130396,1387354.97685796,2
2266,130422,1387058.92544065,2
2267,130438,1389303.23713302,2
2268,130470,1388992.2530587,2
2269,130552,1388860.76220922,2
2270,130612,1390068.38119257,2
2271,130653,1391798.37515963,2
2272,130697,1393194.71201327,2
2273,130721,1391656.02383677,2
2274,130768,1392750.74176659,2
2275,130823,1393882.95189869,2
2276,130831,1391647.13427832,2
2277,130858,1393375.68562182,2
2278,130862,1394897.30267238,2
2279,130916,1395212.00632947,2
2280,130982,1396139.47243946,2
2281,131014,1396555.99131035,2
2282,131064,1396828.35105826,2
2283,131073,1395989.11379213,2
2284,131144,1397482.80537598,2
2285,131162,1396085.05620372,2
2286,131212,1394328.88702342,2
2287,131279,1398530.90326569,2
2288,131315,1397324.05338725,2
2289,131326,1397829.73175709,2
2290,131333,1400360.94575805,2
2291,131371,1402471.05157824,2
2292,131449,1401106.45191276,2
2293,131502,1402315.41536651,2
2294,131516,1400217.90610955,2
2295,131609,1399834.44418269,2
2296,131661,1402430.44471915,2
2297,131686,1402955.37541493,2
2298,131777,1404061.49748831,2
2299,131829,1402022.67084193,2
2300,131905,1405913.5713966,2
2301,131911,1402596.35531505,2
2302,131995,1405221.25239939,2
2303,132072,1405270.54742691,2
2304,132099,1408622.03773837,2
2305,132119,1408191.31137502,2
2306,132204,1409749.63940752,2
2307,132250,1408400.74127532,2
2308,132301,1407787.38340254,2
2309,132322,1406502.00780148,2
2310,132346,1409416.47210596,2
2311,132364,1408663.44706676,2
2312,132445,1409342.76513719,2
2313,132445,1410910.74494252,2
2314,132500,1411755.98249747,2
2315,132536,1409451.90208257,2
2316,132586,1409088.80509824,2
2317,132676,1413794.90393933,2
2318,132740,1411238.49332795,2
2319,132756,1417350.42363747,2
2320,132824,1415567.06498085,2
2321,132825,1415918.70512704,2
2322,132901,1416922.75417357,2
2323,132967,1414625.8458621,2
2324,133014,1416160.85390186,2
2325,133086,1415038.83209675,2
2326,133121,1417367.86725606,2
2327,133170,1419402.49810948,2
2328,133189,1419240.29501046,2
2329,133211,1418712.27325067,2
2330,133283,1418263.78322435,2
2331,133293,1418170.56147163,2
2332,133374,1420686.03890294,2
2333,133414,1421575.30572255,2
2334,133465,1420113.67858271,2
2335,133518,1420535.70022731,2
2336,133521,1423712.9191586,2
2337,133593,1421728.02279784,2
2338,133669,1425416.28950982,2
2339,133681,1424899.38175623,2
2340,133759,1423894.56193534,2
2341,133787,1426997.5395749,2
2342,133802,1424158.82073939,2
2343,133831,1425848.14449745,2
2344,133903,1425783.50949421,2
2345,133992,1426363.28206877,2
2346,134021,1428857.07672934,2
2347,134097,1427114.50311605,2
2348,134182,1428782.42012158,2
2349,134198,1428814.6456588,2
2350,134250,1428097.23338029,2
2351,134328,1432047.71109066,2
2352,134405,1434054.94953925,2
2353,134495,1430161.3525768,2
2354,134527,1434131.49658446,2
2355,134592,1433033.66572795,2
2356,134612,1432953.69715305,2
2357,134678,1433891.35759692,2
2358,134753,1436566.01815201,2
2359,134803,1436492.87251779,2
2360,134896,1435978.94207317,2
2361,134947,1438911.00158077,2
2362,134950,1439654.34927616,2
2363,135015,1439352.14427182,2
2364,135043,1438889.81142795,2
2365,135110,1438746.58843729,2
2366,135164,1440671.15517324,2
2367,135171,1440548.61629717,2
2368,135184,1438733.55991273,2
2369,135255,1438202.52916335,2
2370,135329,1441604.77825038,2
2371,135384,1439936.94691655,2
2372,135422,1439184.33039064,2
2373,135438,1445059.44303238,2
2374,135516,1443898.96265059,2
2375,135585,1443808.08370371,2
2376,135640,1441548.53432881,2
2377,135724,1444482.65052053,2
2378,135755,1444635.50943551,2
2379,135837,1447432.7111899,2
2380,135877,1448902.11721176,2
2381,135932,1445825.14397975,2
2382,136004,1451134.72879723,2
2383,136038,1445792.3099915,2
2384,136125,1449366.42643457,2
2385,136199,1451115.56456823,2
2386,136236,1451936.48651508,2
2387,136258,1451122.9958845,2
2388,136336,1451512.86620223,2
2389,136367,1452336.63806092,2
2390,136394,1453932.31603036,2
2391,136425,1455842.90863253,2
2392,136428,1452680.8197746,2
2393,136444,1452269.51331189,2
2394,136536,1452197.53049215,2
2395,136569,1455791.97014282,2
2396,136642,1454104.95354168,2
2397,136731,1458542.63721039,2
2398,136822,1456720.08780875,2
2399,136847,1459517.36100409,2
2400,136895,1456041.18338305,2
1,29824,146026.496853439,3
2,29834,145399.115323031,3
3,29850,145713.786160916,3
4,29883,145939.502827773,3
5,29899,146507.399130419,3
6,29911,143515.172957127,3
7,29913,146810.063286448,3
8,29939,141704.773047929,3
9,29968,143649.451320496,3
10,29998,147166.500090685,3
11,30030,146893.943972321,3
12,30038,148045.393083336,3
13,30074,147067.951038998,3
14,30085,146541.145030039,3
15,30090,148193.014209678,3
16,30093,150311.459578829,3
17,30128,148724.131327612,3
18,30156,146580.223426154,3
19,30178,148409.718124485,3
20,30184,147299.357725062,3
21,30209,146781.535628266,3
22,30215,147838.271334912,3
23,30231,148577.270668935,3
24,30265,147909.846547056,3
25,30279,148084.34488109,3
26,30282,147723.477881946,3
27,30286,149866.788442102,3
28,30318,151796.643575367,3
29,30329,147928.564888258,3
30,30329,149016.309022677,3
31,30345,147216.634798769,3
32,30372,147223.122598553,3
33,30387,148403.003881769,3
34,30389,147036.100639795,3
35,30427,147430.425206967,3
36,30460,148532.697702742,3
37,30495,150091.584951355,3
38,30514,148955.154721115,3
39,30523,149077.271537595,3
40,30533,148630.879117905,3
41,30533,148639.275146752,3
42,30569,148108.971156213,3
43,30573,150903.364142393,3
44,30580,152329.998416215,3
45,30609,148928.352453911,3
46,30630,151308.05488945,3
47,30634,149541.233293609,3
48,30669,151289.438635631,3
49,30682,150469.696079533,3
50,30715,150719.806584683,3
51,30735,151718.146704272,3
52,30768,150057.647735395,3
53,30773,149795.933827072,3
54,30774,149618.976138622,3
55,30790,150552.054382885,3
56,30797,152949.823226446,3
57,30800,152743.638034292,3
58,30836,149032.897532094,3
59,30837,150551.062437565,3
60,30874,153511.753830316,3
61,30874,150166.144895002,3
62,30876,150009.728583411,3
63,30879,153788.46541938,3
64,30893,152488.099285229,3
65,30925,150851.628538739,3
66,30945,151435.132585123,3
67,30960,151700.762337512,3
68,30974,155017.990515312,3
69,30989,150852.096718598,3
70,30998,150779.010514961,3
71,31010,150602.917483277,3
72,31034,152122.306320209,3
73,31055,149287.132237038,3
74,31071,149992.919302215,3
75,31082,151230.301622502,3
76,31097,151960.752203551,3
77,31109,155443.782141385,3
78,31115,152990.314415255,3
79,31132,151193.202631969,3
80,31156,153893.123433408,3
81,31161,152119.667443706,3
82,31186,154894.865421374,3
83,31219,151993.42784719,3
84,31256,154700.469097189,3
85,31285,152637.738834269,3
86,31288,153580.885820757,3
87,31301,154046.750043681,3
88,31306,151679.328943136,3
89,31308,153013.46709379,3
90,31319,152249.312198355,3
91,31356,154506.944156552,3
92,31363,151129.741106469,3
93,31364,153861.527217545,3
94,31367,151461.976308779,3
95,31378,154158.540655848,3
96,31386,152388.896921597,3
97,31424,153976.700422102,3
98,31443,155191.491766648,3
99,31481,152155.695051608,3
100,31500,153628.188349289,3
101,31516,156593.429133325,3
102,31543,154667.892060108,3
103,31568,151315.455017606,3
104,31601,153723.283853646,3
105,31617,154757.377494128,3
106,31633,155921.2719798,3
107,31647,153533.244063403,3
108,31660,156809.500292595,3
109,31671,155247.220800169,3
110,31693,155023.882838624,3
111,31729,156927.124388479,3
112,31761,155935.916824954,3
113,31797,155584.041916171,3
114,31833,154666.028526987,3
115,31846,155469.644339935,3
116,31884,158128.063725637,3
117,31884,157838.324381723,3
118,31911,161642.317117332,3
119,31924,156456.250375408,3
120,31957,160344.384058097,3
121,31991,157506.096931661,3
122,31997,156750.406937594,3
123,32011,156500.560361526,3
124,32027,156488.399643162,3
125,32048,154291.150018547,3
126,32067,157827.565762542,3
127,32080,160140.699298984,3
128,32107,154586.254676289,3
129,32115,156288.307071965,3
130,32149,157281.025654957,3
131,32183,156545.221987935,3
132,32208,157002.735891763,3
133,32229,159547.101167998,3
134,32238,156718.21950788,3
135,32253,156469.809511387,3
136,32291,158528.998901853,3
137,32326,157697.984499463,3
138,32357,159831.979810234,3
139,32367,159286.646511408,3
140,32404,158396.918707104,3
141,32427,158682.526100401,3
142,32447,159832.569507082,3
143,32482,159686.046497953,3
144,32498,158114.609448314,3
145,32518,161094.257713345,3
146,32519,157701.219780502,3
147,32522,157910.789220968,3
148,32535,158365.176418631,3
149,32550,162433.513549564,3
150,32563,158999.43230815,3
151,32584,158666.860901141,3
152,32602,158951.270893771,3
153,32623,160564.064269019,3
154,32656,158466.031043703,3
155,32658,158738.102051069,3
156,32696,159487.723900561,3
157,32725,159120.333594972,3
158,32737,160712.772967289,3
159,32754,156216.471754916,3
160,32770,161757.21840581,3
161,32802,161108.053136241,3
162,32806,158563.951957445,3
163,32811,163519.310379829,3
164,32843,162385.717506692,3
165,32866,162947.774875193,3
166,32869,159695.924749937,3
167,32896,162867.948242911,3
168,32898,158989.189405848,3
169,32904,160387.329100527,3
170,32932,163896.905772339,3
171,32970,159460.725378214,3
172,33007,160329.664634561,3
173,33032,161994.621716288,3
174,33040,161707.997023917,3
175,33065,162501.092682303,3
176,33070,162114.387110118,3
177,33105,162999.086717422,3
178,33143,162995.962370463,3
179,33148,161524.946155501,3
180,33181,159237.303135261,3
181,33185,161709.257898298,3
182,33194,162785.015709487,3
183,33207,162153.401753149,3
184,33243,161882.718388029,3
185,33244,164623.993114239,3
186,33258,163761.038879321,3
187,33274,164593.311664076,3
188,33286,162580.151715713,3
189,33287,162608.696901369,3
190,33303,164528.53043087,3
191,33313,161782.591502925,3
192,33324,161043.326072099,3
193,33344,159594.683559431,3
194,33382,164453.489437329,3
195,33409,163753.654184896,3
196,33425,163949.39141339,3
197,33440,160499.609164681,3
198,33446,165310.718914333,3
199,33470,165179.241157169,3
200,33503,163956.384640449,3
201,33503,163996.885842397,3
202,33514,165961.791541995,3
203,33525,164456.339641428,3
204,33554,165129.128798993,3
205,33556,162180.691051818,3
206,33577,162904.93535252,3
207,33591,164828.02643461,3
208,33624,163363.898689271,3
209,33645,163419.339188831,3
210,33666,163207.11322667,3
211,33697,164586.131212228,3
212,33734,165083.454711641,3
213,33765,166886.64254159,3
214,33801,166126.462083574,3
215,33821,166023.173078783,3
216,33847,162773.86748072,3
217,33882,166868.138478325,3
218,33889,165062.2525979,3
219,33893,167021.915218061,3
220,33923,168938.8415959,3
221,33954,168316.898243179,3
222,33961,169415.476280039,3
223,33988,164132.213409719,3
224,33989,165000.267796299,3
225,34012,170257.230750382,3
226,34037,165611.846931855,3
227,34044,166669.675610004,3
228,34051,166212.491286122,3
229,34077,164613.754981048,3
230,34099,167058.173901232,3
231,34104,166296.172208176,3
232,34127,166531.949221102,3
233,34153,166768.607058641,3
234,34180,164848.146729208,3
235,34185,170269.571504236,3
236,34210,168104.918464159,3
237,34225,169908.612400087,3
238,34249,167035.031619051,3
239,34250,167528.405297747,3
240,34278,164698.873201018,3
241,34284,170859.737315463,3
242,34296,168414.015650911,3
243,34312,168189.136446223,3
244,34333,168830.723076807,3
245,34358,165662.930267874,3
246,34381,168643.450955152,3
247,34402,169512.192683865,3
248,34421,166946.465986156,3
249,34438,170502.383407579,3
250,34453,170333.832247849,3
251,34491,171018.844039044,3
252,34522,169208.431310957,3
253,34525,168923.498387569,3
254,34548,168386.632265782,3
255,34569,167908.236860944,3
256,34594,168973.799647331,3
257,34601,171934.078561275,3
258,34636,167173.073346463,3
259,34638,166729.71480875,3
260,34645,167040.539797476,3
261,34683,168758.333007485,3
262,34685,172185.271340771,3
263,34689,172471.86102124,3
264,34718,170399.451703412,3
265,34721,169440.178950734,3
266,34733,170041.140094356,3
267,34759,168804.266122298,3
268,34784,169650.676943856,3
269,34793,171301.672102696,3
270,34823,171531.676501149,3
271,34842,172022.890588449,3
272,34863,170985.516132701,3
273,34878,170406.429576031,3
274,34880,170033.246464096,3
275,34900,174541.160508605,3
276,34903,172792.504562672,3
277,34919,169081.604846514,3
278,34954,172044.78761855,3
279,34989,173035.055309412,3
280,34989,171020.157183148,3
281,35007,171201.127357958,3
282,35009,171516.603690164,3
283,35033,170526.805385038,3
284,35037,169947.081009424,3
285,35049,172849.900651751,3
286,35066,170898.822803342,3
287,35075,169054.892032918,3
288,35107,171514.400797791,3
289,35136,171717.37233736,3
290,35143,172126.888266395,3
291,35156,171549.622998126,3
292,35165,170171.143886903,3
293,35165,170654.169143175,3
294,35193,172474.490147106,3
295,35216,174563.545165456,3
296,35253,169780.620820517,3
297,35275,174067.890319143,3
298,35295,171243.302034395,3
299,35321,172622.323502063,3
300,35359,173194.128947981,3
301,35395,173038.454722449,3
302,35415,175202.307496821,3
303,35439,173480.976264128,3
304,35442,172841.935513977,3
305,35456,173567.684505064,3
306,35474,170961.329202276,3
307,35483,173762.590732907,3
308,35493,173726.5650147,3
309,35513,175222.76079025,3
310,35540,175597.891938332,3
311,35553,175879.124432673,3
312,35564,174080.961636275,3
313,35580,174981.239778062,3
314,35612,175676.558206035,3
315,35627,176431.098224919,3
316,35631,177541.740792029,3
317,35648,174412.768105429,3
